job_id,x,uy_fem_mm,uy_roark_mm,error_uy_mm,theta_z_fem_deg,theta_z_roark_deg,error_theta_deg
0.000000000000000000e+00,8.906250000000000000e-01,-7.703551503937000611e-01,-7.703551500791276929e-01,-3.145723681541312544e-10,-9.047848494360367921e-02,-9.047848489363105595e-02,-4.997262326167373203e-11
0.000000000000000000e+00,9.062500000000000000e-01,-7.951830491765999875e-01,-7.951830488481297365e-01,-3.284702509986914265e-10,-9.160318443990614345e-02,-9.160318438847385447e-02,-5.143228898329965659e-11
0.000000000000000000e+00,9.218750000000000000e-01,-8.203154868891999740e-01,-8.203154865465724921e-01,-3.426274819418040352e-10,-9.271193075186349997e-02,-9.271193069899266725e-02,-5.287083271188208755e-11
0.000000000000000000e+00,9.375000000000000000e-01,-8.457481129756000415e-01,-8.457481126183211684e-01,-3.572788731531773010e-10,-9.380472387953303626e-02,-9.380472382518745267e-02,-5.434558358885510643e-11
0.000000000000000000e+00,9.531250000000000000e-01,-8.714765768795000866e-01,-8.714765765072408632e-01,-3.722592234467470007e-10,-9.488156382291472457e-02,-9.488156376705822459e-02,-5.585649998085528978e-11
0.000000000000000000e+00,9.687500000000000000e-01,-8.974965280448999883e-01,-8.974965276571965633e-01,-3.877034249200050908e-10,-9.594245058195131903e-02,-9.594245052460498302e-02,-5.734633601317540297e-11
0.000000000000000000e+00,9.843750000000000000e-01,-9.238036159157000382e-01,-9.238036155120536996e-01,-4.036463385759248013e-10,-9.698738415675735303e-02,-9.698738409782774184e-02,-5.892961119080553090e-11
0.000000000000000000e+00,1.000000000000000000e+00,-9.503934899356000221e-01,-9.503934895156772589e-01,-4.199227632284419087e-10,-9.801636454721827929e-02,-9.801636448672647328e-02,-6.049180600875558866e-11
0.000000000000000000e+00,1.015625000000000000e+00,-9.772617995485000097e-01,-9.772617991119323388e-01,-4.365676709028321056e-10,-9.902939175339137146e-02,-9.902939169130120511e-02,-6.209016634173281091e-11
0.000000000000000000e+00,1.031250000000000000e+00,-1.004404194198000200e+00,-1.004404193744684148e+00,-4.533160513631173671e-10,-1.000264657752766573e-01,-1.000264657115519235e-01,-6.372473382310062107e-11
0.000000000000000000e+00,1.046875000000000000e+00,-1.031816323328999863e+00,-1.031816322857797674e+00,-4.712021883790384891e-10,-1.010075866128167937e-01,-1.010075865474786283e-01,-6.533816543363712981e-11
0.000000000000000000e+00,1.062500000000000000e+00,-1.059493836384999943e+00,-1.059493835895138014e+00,-4.898619287985184201e-10,-1.019727542661264252e-01,-1.019727541990813335e-01,-6.704509170063488455e-11
0.000000000000000000e+00,1.078125000000000000e+00,-1.087432382808000142e+00,-1.087432382300570488e+00,-5.074296538509770471e-10,-1.029219687350909213e-01,-1.029219686663599975e-01,-6.873092373016476131e-11
0.000000000000000000e+00,1.093750000000000000e+00,-1.115627612045000161e+00,-1.115627611517960194e+00,-5.270399672241410371e-10,-1.038552300197675832e-01,-1.038552299493146758e-01,-7.045290739693399473e-11
0.000000000000000000e+00,1.109375000000000000e+00,-1.144075173537999923e+00,-1.144075172991172451e+00,-5.468274721920352022e-10,-1.047725381201564387e-01,-1.047725380479453405e-01,-7.221109821209381607e-11
0.000000000000000000e+00,1.125000000000000000e+00,-1.172770716730000107e+00,-1.172770716164072136e+00,-5.659279711522913203e-10,-1.056738930362001588e-01,-1.056738929622519918e-01,-7.394816703421014381e-11
0.000000000000000000e+00,1.140625000000000000e+00,-1.201709891066999880e+00,-1.201709890480524123e+00,-5.864757568474487925e-10,-1.065592947679560448e-01,-1.065592946922346157e-01,-7.572142912692925165e-11
0.000000000000000000e+00,1.156250000000000000e+00,-1.230888345992000144e+00,-1.230888345384394178e+00,-6.076059655413246219e-10,-1.074287433154241106e-01,-1.074287432378932539e-01,-7.753085673467552397e-11
0.000000000000000000e+00,1.171875000000000000e+00,-1.260301730948000021e+00,-1.260301730319546953e+00,-6.284530673639210363e-10,-1.082822386785470686e-01,-1.082822385992278647e-01,-7.931920398274172612e-11
0.000000000000000000e+00,1.187500000000000000e+00,-1.289945695381000013e+00,-1.289945694729847769e+00,-6.511522432361971369e-10,-1.091197808573248912e-01,-1.091197807762384620e-01,-8.108642923776443467e-11
0.000000000000000000e+00,1.203125000000000000e+00,-1.319815888731999953e+00,-1.319815888059161502e+00,-6.728384516208052446e-10,-1.099413698518148796e-01,-1.099413697689250458e-01,-8.288983388560211552e-11
0.000000000000000000e+00,1.218750000000000000e+00,-1.349907960446999899e+00,-1.349907959751353692e+00,-6.956462073048896855e-10,-1.107470056620170479e-01,-1.107470055772876300e-01,-8.472941792625476864e-11
0.000000000000000000e+00,1.234375000000000000e+00,-1.380217559969999952e+00,-1.380217559250289217e+00,-7.197107354528498036e-10,-1.115366882878168070e-01,-1.115366882013262007e-01,-8.649060634358107791e-11
0.000000000000000000e+00,1.250000000000000000e+00,-1.410740336743000034e+00,-1.410740335999833395e+00,-7.431666393387104108e-10,-1.123104177293287181e-01,-1.123104176410407440e-01,-8.828797415372235946e-11
0.000000000000000000e+00,1.265625000000000000e+00,-1.441471940210999891e+00,-1.441471939443851102e+00,-7.671487889382433423e-10,-1.130681939864955354e-01,-1.130681938964313016e-01,-9.006423384860795522e-11
0.000000000000000000e+00,1.281250000000000000e+00,-1.472408019819000158e+00,-1.472408019026207660e+00,-7.927924983164302830e-10,-1.138100170592599159e-01,-1.138100169674978318e-01,-9.176208404237939931e-11
0.000000000000000000e+00,1.296875000000000000e+00,-1.503544225008000002e+00,-1.503544224190767942e+00,-8.172320598021087790e-10,-1.145358869476791747e-01,-1.145358868542403624e-01,-9.343881224310734979e-11
0.000000000000000000e+00,1.312500000000000000e+00,-1.534876205225000012e+00,-1.534876204381397713e+00,-8.436022991276104221e-10,-1.152458036517533257e-01,-1.152458035566588657e-01,-9.509446008415523011e-11
0.000000000000000000e+00,1.328125000000000000e+00,-1.566399609911000024e+00,-1.566399609041961405e+00,-8.690386188447973836e-10,-1.159397671715396289e-01,-1.159397670747533554e-01,-9.678627344023027490e-11
0.000000000000000000e+00,1.343750000000000000e+00,-1.598110088512000093e+00,-1.598110087616324337e+00,-8.956757557854189145e-10,-1.166177775069235506e-01,-1.166177774085238456e-01,-9.839970505076678364e-11
0.000000000000000000e+00,1.359375000000000000e+00,-1.630003290471000010e+00,-1.630003289548352052e+00,-9.226479580348723175e-10,-1.172798346579622952e-01,-1.172798345579703361e-01,-9.999195915710856752e-11
0.000000000000000000e+00,1.375000000000000000e+00,-1.662074865232999965e+00,-1.662074864281908981e+00,-9.510909837473491280e-10,-1.179259386246559599e-01,-1.179259385230927992e-01,-1.015631606593458969e-10
0.000000000000000000e+00,1.390625000000000000e+00,-1.694320462239000014e+00,-1.694320461260860666e+00,-9.781393472962918167e-10,-1.185560894070044891e-01,-1.185560893038912489e-01,-1.031132401685397326e-10
0.000000000000000000e+00,1.406250000000000000e+00,-1.726735730935999857e+00,-1.726735729929072427e+00,-1.006927430324822126e-09,-1.191702870050078966e-01,-1.191702869003656851e-01,-1.046422115624778826e-10
0.000000000000000000e+00,1.421875000000000000e+00,-1.759316320766000086e+00,-1.759316319730408917e+00,-1.035591168374594417e-09,-1.197685314186661687e-01,-1.197685313125161355e-01,-1.061500332077969233e-10
0.000000000000000000e+00,1.437500000000000000e+00,-1.792057881172999911e+00,-1.792057880108735679e+00,-1.064264232297773560e-09,-1.203508226479220594e-01,-1.203508225403425308e-01,-1.075795286187286592e-10
0.000000000000000000e+00,1.453125000000000000e+00,-1.824956061601999968e+00,-1.824956060507917588e+00,-1.094082380248551090e-09,-1.209171606928328008e-01,-1.209171605838449542e-01,-1.089878465254656703e-10
0.000000000000000000e+00,1.468750000000000000e+00,-1.858006511496000046e+00,-1.858006510371819964e+00,-1.124180082356929233e-09,-1.214675455533984066e-01,-1.214675454430233364e-01,-1.103750701947348034e-10
0.000000000000000000e+00,1.484375000000000000e+00,-1.891204880299000024e+00,-1.891204879144307904e+00,-1.154692119698097486e-09,-1.220019772296189187e-01,-1.220019771178777329e-01,-1.117411857487482507e-10
0.000000000000000000e+00,1.500000000000000000e+00,-1.924546817453999914e+00,-1.924546816269246508e+00,-1.184753406491267924e-09,-1.225204557214369938e-01,-1.225204556084081020e-01,-1.130288918016475463e-10
0.000000000000000000e+00,1.515625000000000000e+00,-1.958027972407000217e+00,-1.958027971190500649e+00,-1.216499567746609500e-09,-1.230229810289099474e-01,-1.230229809146144576e-01,-1.142954897392911562e-10
0.000000000000000000e+00,1.531250000000000000e+00,-1.991643994598999878e+00,-1.991643993351935871e+00,-1.247064007614540060e-09,-1.235095531519805057e-01,-1.235095530364967997e-01,-1.154837059313962300e-10
0.000000000000000000e+00,1.546875000000000000e+00,-2.025390533477000155e+00,-2.025390532197417048e+00,-1.279583106139625670e-09,-1.239801720907059146e-01,-1.239801719740551422e-01,-1.166507723748821945e-10
0.000000000000000000e+00,1.562500000000000000e+00,-2.059263238481999991e+00,-2.059263237170809280e+00,-1.311190711561494027e-09,-1.244348378450289005e-01,-1.244348377272894712e-01,-1.177394293172540074e-10
0.000000000000000000e+00,1.578125000000000000e+00,-2.093257759059000023e+00,-2.093257757715977885e+00,-1.343022137945126815e-09,-1.248735504149495051e-01,-1.248735502961998006e-01,-1.187497045140872842e-10
0.000000000000000000e+00,1.593750000000000000e+00,-2.127369744652999994e+00,-2.127369743276788405e+00,-1.376211589132481095e-09,-1.252963098005249465e-01,-1.252963096807860888e-01,-1.197388577178770674e-10
0.000000000000000000e+00,1.609375000000000000e+00,-2.161594844706000274e+00,-2.161594843297105051e+00,-1.408895222709816153e-09,-1.257031160016980065e-01,-1.257031158810483773e-01,-1.206496291761283146e-10
0.000000000000000000e+00,1.625000000000000000e+00,-2.195928708662000073e+00,-2.195928707220793363e+00,-1.441206709529296859e-09,-1.260939690184686157e-01,-1.260939688969866523e-01,-1.214819633776897945e-10
0.000000000000000000e+00,1.640625000000000000e+00,-2.230366985967000115e+00,-2.230366984491718441e+00,-1.475281674601092163e-09,-1.264688688508941450e-01,-1.264688687286009416e-01,-1.222932033417833964e-10
0.000000000000000000e+00,1.656250000000000000e+00,-2.264905326062000235e+00,-2.264905324553745825e+00,-1.508254410254039612e-09,-1.268278154989172235e-01,-1.268278153758911897e-01,-1.230260338047628466e-10
0.000000000000000000e+00,1.671875000000000000e+00,-2.299539378392999822e+00,-2.299539376850740169e+00,-1.542259653319888457e-09,-1.271708089625378513e-01,-1.271708088388574520e-01,-1.236803992554769138e-10
0.000000000000000000e+00,1.687500000000000000e+00,-2.334264792401999689e+00,-2.334264790826566571e+00,-1.575433117295688135e-09,-1.274978492417561116e-01,-1.274978491174996731e-01,-1.242564384718036763e-10
0.000000000000000000e+00,1.703125000000000000e+00,-2.369077217534999669e+00,-2.369077215925090130e+00,-1.609909539013187896e-09,-1.278089363366292364e-01,-1.278089362118179084e-01,-1.248113279395113295e-10
0.000000000000000000e+00,1.718750000000000000e+00,-2.403972303233999686e+00,-2.403972301590176830e+00,-1.643822855612597778e-09,-1.281040702471572257e-01,-1.281040701218121025e-01,-1.253451231697511048e-10
0.000000000000000000e+00,1.734375000000000000e+00,-2.438945698943999929e+00,-2.438945697265690438e+00,-1.678309491381924090e-09,-1.283832509733401350e-01,-1.283832508474823109e-01,-1.258578241625230021e-10
0.000000000000000000e+00,1.750000000000000000e+00,-2.473993054107999967e+00,-2.473993052395496939e+00,-1.712503028272749361e-09,-1.286464785151205936e-01,-1.286464783888285057e-01,-1.262920878986051321e-10
0.000000000000000000e+00,1.765625000000000000e+00,-2.509110018169999901e+00,-2.509110016423461875e+00,-1.746538025315658160e-09,-1.288937528725559445e-01,-1.288937527458506871e-01,-1.267052573972193841e-10
0.000000000000000000e+00,1.781250000000000000e+00,-2.544292240574999919e+00,-2.544292238793449457e+00,-1.781550462709446947e-09,-1.291250740456461599e-01,-1.291250739185488550e-01,-1.270973049027901425e-10
0.000000000000000000e+00,1.796875000000000000e+00,-2.579535370766000035e+00,-2.579535368949325225e+00,-1.816674810584117949e-09,-1.293404420343339245e-01,-1.293404419069230094e-01,-1.274109151516711336e-10
0.000000000000000000e+00,1.812500000000000000e+00,-2.614835058186000261e+00,-2.614835056334954277e+00,-1.851045983158883246e-09,-1.295398568386766369e-01,-1.295398567109731225e-01,-1.277035144298110936e-10
0.000000000000000000e+00,1.828125000000000000e+00,-2.650186952280000341e+00,-2.650186950394201713e+00,-1.885798628364909746e-09,-1.297233184586741861e-01,-1.297233183306992776e-01,-1.279749084481807131e-10
0.000000000000000000e+00,1.843750000000000000e+00,-2.685586702491999933e+00,-2.685586700570932628e+00,-1.921067305232782019e-09,-1.298908268943266275e-01,-1.298908267661013916e-01,-1.282252359846580703e-10
0.000000000000000000e+00,1.859375000000000000e+00,-2.721029958264999937e+00,-2.721029956309012565e+00,-1.955987372070921992e-09,-1.300423821455766182e-01,-1.300423820171795197e-01,-1.283970985088700445e-10
0.000000000000000000e+00,1.875000000000000000e+00,-2.756512369043000010e+00,-2.756512367052306178e+00,-1.990693831999124086e-09,-1.301779842124815290e-01,-1.301779840839336067e-01,-1.285479223067653720e-10
0.000000000000000000e+00,1.890625000000000000e+00,-2.792029584271000342e+00,-2.792029582244678565e+00,-2.026321777037765060e-09,-1.302976330949839889e-01,-1.302976329663636801e-01,-1.286203088479709322e-10
0.000000000000000000e+00,1.906250000000000000e+00,-2.827577253390999967e+00,-2.827577251329994823e+00,-2.061005144327054950e-09,-1.304013287931986287e-01,-1.304013286644697400e-01,-1.287288886597792725e-10
0.000000000000000000e+00,1.921875000000000000e+00,-2.863151025847999964e+00,-2.863151023752120938e+00,-2.095879025887370517e-09,-1.304890713070108732e-01,-1.304890711782518142e-01,-1.287590589704734612e-10
0.000000000000000000e+00,1.937500000000000000e+00,-2.898746551085999990e+00,-2.898746548954920677e+00,-2.131079313016925880e-09,-1.305608606365352697e-01,-1.305608605077098749e-01,-1.288253947961948143e-10
0.000000000000000000e+00,1.953125000000000000e+00,-2.934359478549000144e+00,-2.934359476382260468e+00,-2.166739676567885908e-09,-1.306166967817145586e-01,-1.306166966528439222e-01,-1.288706363844482894e-10
0.000000000000000000e+00,1.968750000000000000e+00,-2.969985457679999996e+00,-2.969985455478004521e+00,-2.201995474848672529e-09,-1.306565797425487119e-01,-1.306565796136539559e-01,-1.288947559796582709e-10
0.000000000000000000e+00,1.984375000000000000e+00,-3.005620137923000090e+00,-3.005620135686018379e+00,-2.236981710979080162e-09,-1.306805095190377297e-01,-1.306805093901399761e-01,-1.288977535818247588e-10
0.000000000000000000e+00,2.000000000000000000e+00,-3.041259168722000084e+00,-3.041259166450167140e+00,-2.271832943989693376e-09,-1.306884861111816676e-01,-1.306884859823019551e-01,-1.288797124576746000e-10
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.562500000000000000e-02,-1.384927036090999807e-04,-1.384927036266283857e-04,1.752840494279039874e-14,-1.013027204447922896e-03,-1.013027204574728363e-03,1.268054671682561363e-13
1.000000000000000000e+00,3.125000000000000000e-02,-5.510704436813000000e-04,-5.510704437499349849e-04,6.863498484832586399e-14,-2.010101224579371407e-03,-2.010101224825445402e-03,2.460739945142620400e-13
1.000000000000000000e+00,4.687500000000000000e-02,-1.233382664083999911e-03,-1.233382664235051825e-03,1.510519140324184661e-13,-2.991222060394345319e-03,-2.991222060752150684e-03,3.578053651975832139e-13
1.000000000000000000e+00,6.250000000000000000e-02,-2.181078808683999896e-03,-2.181078808947110610e-03,2.631107137718302624e-13,-3.956389711893417739e-03,-3.956389712354845510e-03,4.614277709924508031e-13
1.000000000000000000e+00,7.812500000000000000e-02,-3.389808321349000158e-03,-3.389808321751244368e-03,4.022442101625500754e-13,-4.905604179076588668e-03,-4.905604179633527712e-03,5.569390434945198365e-13
1.000000000000000000e+00,9.375000000000000000e-02,-4.855220645946999383e-03,-4.855220646512585156e-03,5.655857726605262314e-13,-5.838865461943858540e-03,-5.838865462588198156e-03,6.443396163846593083e-13
